TO,FROM,REASON,SERVER,DATE,CHANNEL,,,,,,,
liviade#1387,kristofer#1475,@Yineisy Mota for attending the TS dashboard weekly sync and sharing their input on the evolution of the Trusted Seed brand and dashboard design. ,Commons Stack,Oct-20-2021,🙌praise,,,,,,,
Yineisy Mota#1449,kristofer#1475,@Yineisy Mota for attending the TS dashboard weekly sync and sharing their input on the evolution of the Trusted Seed brand and dashboard design. ,Commons Stack,Oct-20-2021,🙌praise,,,,,,,
Mount Manu#3530,nic#9212,"@Mount Manu for being very kind, supportive and making this community more beautiful 🌞 ",Token Engineering Commons,Oct-20-2021,🙏｜praise,,,,,,,
Juankbell#7458,nic#9212,"@Mount Manu for being very kind, supportive and making this community more beautiful 🌞 ",Token Engineering Commons,Oct-20-2021,🙏｜praise,,,,,,,
Tam2140#9361,nic#9212,"@Mount Manu for being very kind, supportive and making this community more beautiful 🌞 ",Token Engineering Commons,Oct-20-2021,🙏｜praise,,,,,,,
eduardovegap#0422,nic#9212,"@Mount Manu for being very kind, supportive and making this community more beautiful 🌞 ",Token Engineering Commons,Oct-20-2021,🙏｜praise,,,,,,,
griff#3281,Yineisy Mota#1449,and for participating in a great assessment session and for sharing new ideas of how to improve the process 🌱 ,Commons Stack,Oct-20-2021,🙌praise,,,,,,,
mafer_cordovas#1034,Yineisy Mota#1449,and for participating in a great assessment session and for sharing new ideas of how to improve the process 🌱 ,Commons Stack,Oct-20-2021,🙌praise,,,,,,,
solsista#5370,Letty#5399,for an Omega session coordinating intiatives under TE Consilience and Gravity style ,Token Engineering Commons,Oct-21-2021,🎑｜omega,,,,,,,
durgadas#9280,Letty#5399,for an Omega session coordinating intiatives under TE Consilience and Gravity style ,Token Engineering Commons,Oct-21-2021,🎑｜omega,,,,,,,
solsista#5370,Letty#5399,for her meticulous note-taking and framework synthesising to advance Omega's work ,Token Engineering Commons,Oct-21-2021,🎑｜omega,,,,,,,
kristofer#1475,MS#4235,for providing a bunch of helpful information for me to keep learning and growing with TEC; and for an awesome introduction and start to the day. ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
LBS#6541,MS#4235,"for the super detailed notes and thoughts on our New Discord Journey doc, and for creating a separate doc to expand on those thoughts! This is going to foster some great conversation on our upcoming call 🔥 ",Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
Vitor Marthendal#0090,divine_comedian#5493,@Vitor Marthendal  for development work on the CDD ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
Nuggan#5183,divine_comedian#5493,@Vitor Marthendal  for development work on the CDD ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
fabiomendes#4802,divine_comedian#5493,@Vitor Marthendal  for development work on the CDD ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
pKrepe#5682,divine_comedian#5493,@Vitor Marthendal  for development work on the CDD ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
karmaticacid#1218,divine_comedian#5493, for doing the voice recording for the learn modules in the CCD ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
Zeptimus#3359,divine_comedian#5493, for their contributions to the buy-in proposal ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
Tam2140#9361,divine_comedian#5493, for their contributions to the buy-in proposal ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
griff#3281,divine_comedian#5493, for their contributions to the buy-in proposal ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
Juankbell#7458,divine_comedian#5493, for their contributions to the buy-in proposal ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
karmaticacid#1218,divine_comedian#5493, for their contributions to the buy-in proposal ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
liviade#1387,divine_comedian#5493,"for leading strong soft-gov and having great feedback and insight into so many parts of the TEC, including the reward system ",Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
Mount Manu#3530,divine_comedian#5493,@Mount Manu for coming back from a week of illness and picking up issues ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
kristofer#1475,divine_comedian#5493, for PMing the rewards system ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
rdfbbx#6437,divine_comedian#5493, for development in the rewards system ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
Nuggan#5183,divine_comedian#5493, for development in the rewards system ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
Vyvy-vi#5040,divine_comedian#5493, for development in the rewards system ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
griff#3281,ZER8🧠#9093,"@David (please DYOR...)  for working in this amazing community with a very noble goal.  🙂
Special !praise to for joining us today ",Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
acidlazzer#5796,ZER8🧠#9093,"@David (please DYOR...)  for working in this amazing community with a very noble goal.  🙂
Special !praise to for joining us today ",Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
BiancaGadelha#2667,ZER8🧠#9093,"@David (please DYOR...)  for working in this amazing community with a very noble goal.  🙂
Special !praise to for joining us today ",Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
chuygarcia.eth#6692,ZER8🧠#9093,"@David (please DYOR...)  for working in this amazing community with a very noble goal.  🙂
Special !praise to for joining us today ",Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
AmwFund#0979,ZER8🧠#9093,"@David (please DYOR...)  for working in this amazing community with a very noble goal.  🙂
Special !praise to for joining us today ",Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
David (please DYOR...)#4116,ZER8🧠#9093,"@David (please DYOR...)  for working in this amazing community with a very noble goal.  🙂
Special !praise to for joining us today ",Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
eduardovegap#0422,ZER8🧠#9093,"@David (please DYOR...)  for working in this amazing community with a very noble goal.  🙂
Special !praise to for joining us today ",Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
Juankbell#7458,ZER8🧠#9093,"@David (please DYOR...)  for working in this amazing community with a very noble goal.  🙂
Special !praise to for joining us today ",Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
karmaticacid#1218,ZER8🧠#9093,"@David (please DYOR...)  for working in this amazing community with a very noble goal.  🙂
Special !praise to for joining us today ",Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
liviade#1387,ZER8🧠#9093,"@David (please DYOR...)  for working in this amazing community with a very noble goal.  🙂
Special !praise to for joining us today ",Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
divine_comedian#5493,ZER8🧠#9093,"@David (please DYOR...)  for working in this amazing community with a very noble goal.  🙂
Special !praise to for joining us today ",Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
MrsYonks#0771,ZER8🧠#9093,"@David (please DYOR...)  for working in this amazing community with a very noble goal.  🙂
Special !praise to for joining us today ",Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
pKrepe#5682,ZER8🧠#9093,"@David (please DYOR...)  for working in this amazing community with a very noble goal.  🙂
Special !praise to for joining us today ",Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
Tam2140#9361,ZER8🧠#9093,"@David (please DYOR...)  for working in this amazing community with a very noble goal.  🙂
Special !praise to for joining us today ",Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
Yonks#7762,ZER8🧠#9093,"@David (please DYOR...)  for working in this amazing community with a very noble goal.  🙂
Special !praise to for joining us today ",Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
Zeptimus#3359,ZER8🧠#9093,"@David (please DYOR...)  for working in this amazing community with a very noble goal.  🙂
Special !praise to for joining us today ",Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
bfa#7705,ZER8🧠#9093,"@David (please DYOR...)  for working in this amazing community with a very noble goal.  🙂
Special !praise to for joining us today ",Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
bfa#7705,ZER8🧠#9093,"to for joining us today, I wish you an amazing journey ahead! ",Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
bfa#7705,eduardovegap#0422,for joining Community Call! So nice to see you around! ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
Vitor Marthendal#0090,Nuggan#5183,@Vitor Marthendal    for the constant shipping on the dashboard! ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
pKrepe#5682,Nuggan#5183,@Vitor Marthendal    for the constant shipping on the dashboard! ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
fabiomendes#4802,Nuggan#5183,@Vitor Marthendal    for the constant shipping on the dashboard! ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
Mount Manu#3530,Nuggan#5183,@Mount Manu  for jumping back in straight into the testing! ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
karmaticacid#1218,Nuggan#5183,   for the work at params ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
divine_comedian#5493,Nuggan#5183,   for the work at params ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
griff#3281,Nuggan#5183,   for the work at params ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
rdfbbx#6437,Nuggan#5183, for his great feedback ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
kristofer#1475,Nuggan#5183, for being on top of the whole rewards system development ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
kristofer#1475,rdfbbx#6437,for amazing progress in frontend development of rewards system ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
Nuggan#5183,rdfbbx#6437, for testing the authentication functionality in rewards system ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
David (please DYOR...)#4116,ZER8🧠#9093,@David (please DYOR...) for stepping up the social media game at the TEC. I have not seen such a professional Twitter presentation in my life ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
BiancaGadelha#2667,Juankbell#7458,"for leading the discussion of the fourth chapter of the Nonviolent Communication book club, it has been a great experience to learn how to improve the way we express and understand others. Today we deep dived on how to identify our feelings.   👍 👏 🙌 ",Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
LBS#6541,MS#4235,@Cyber Rabbit for hopping into the onboarding discussion today and making it an amazing brainstorming session! I'm buzzing from it and excited about the next steps and what we'll build 🙏 ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
GideonRo#3175,MS#4235,@Cyber Rabbit for hopping into the onboarding discussion today and making it an amazing brainstorming session! I'm buzzing from it and excited about the next steps and what we'll build 🙏 ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
eduardovegap#0422,MS#4235,@Cyber Rabbit for hopping into the onboarding discussion today and making it an amazing brainstorming session! I'm buzzing from it and excited about the next steps and what we'll build 🙏 ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
liviade#1387,MS#4235,@Cyber Rabbit for hopping into the onboarding discussion today and making it an amazing brainstorming session! I'm buzzing from it and excited about the next steps and what we'll build 🙏 ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
natesuits#4789,MS#4235,@Cyber Rabbit for hopping into the onboarding discussion today and making it an amazing brainstorming session! I'm buzzing from it and excited about the next steps and what we'll build 🙏 ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
Tam2140#9361,MS#4235,@Cyber Rabbit for hopping into the onboarding discussion today and making it an amazing brainstorming session! I'm buzzing from it and excited about the next steps and what we'll build 🙏 ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
nic#9212,MS#4235,@Cyber Rabbit for hopping into the onboarding discussion today and making it an amazing brainstorming session! I'm buzzing from it and excited about the next steps and what we'll build 🙏 ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
Cyber Rabbit#3221,MS#4235,@Cyber Rabbit for hopping into the onboarding discussion today and making it an amazing brainstorming session! I'm buzzing from it and excited about the next steps and what we'll build 🙏 ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
Juankbell#7458,MS#4235,@Cyber Rabbit for hopping into the onboarding discussion today and making it an amazing brainstorming session! I'm buzzing from it and excited about the next steps and what we'll build 🙏 ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
MS#4235,Tam2140#9361,for efforts in detailing and diagraming and thinking so much about newcomers and their welcome journey into the TEC. There are countless unseen hours that have gone into every piece that you have delivered so far. ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
LBS#6541,Tam2140#9361,for efforts in detailing and diagraming and thinking so much about newcomers and their welcome journey into the TEC. There are countless unseen hours that have gone into every piece that you have delivered so far. ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
GideonRo#3175,Tam2140#9361,for efforts in detailing and diagraming and thinking so much about newcomers and their welcome journey into the TEC. There are countless unseen hours that have gone into every piece that you have delivered so far. ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
nic#9212,Tam2140#9361,for efforts in detailing and diagraming and thinking so much about newcomers and their welcome journey into the TEC. There are countless unseen hours that have gone into every piece that you have delivered so far. ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
liviade#1387,bends#3537,&  for guidance and additions to the glossary ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
Juankbell#7458,bends#3537,&  for guidance and additions to the glossary ,Token Engineering Commons,Oct-21-2021,🙏｜praise,,,,,,,
liviade#1387,Zeptimus#3359,for quickly make a forum post for do some check up on our params! thanks livi u rock!!😎 ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
AnnAnna#4694,iviangita#3204,@T Wells for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,Commons Stack,Oct-22-2021,🙌praise,,,,,,,
jori#5279,iviangita#3204,@T Wells for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,Commons Stack,Oct-22-2021,🙌praise,,,,,,,
mafer_cordovas#1034,iviangita#3204,@T Wells for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,Commons Stack,Oct-22-2021,🙌praise,,,,,,,
mikaelseppala#6132,iviangita#3204,@T Wells for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,Commons Stack,Oct-22-2021,🙌praise,,,,,,,
T Wells#9070,iviangita#3204,@T Wells for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,Commons Stack,Oct-22-2021,🙌praise,,,,,,,
chuygarcia.eth#6692,Juankbell#7458,"for walking his dog with us, so cool to have this in the call ",Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
David (please DYOR...)#4116,Juankbell#7458,@David (please DYOR...) for sharing his dog with us in the Lounge call ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
BiancaGadelha#2667,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️ ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
innov8tor3#3988,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️ ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
anna-marie#8824,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️ ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
ygg_anderson#4998,Vyvy-vi#5040,for hosting an awesome labs session! I really enjoyed joining and following along with this :) ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
chuygarcia.eth#6692,kristofer#1475,for joining the Rewards System upgrade weekly sync! ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
Juankbell#7458,kristofer#1475,for joining the Rewards System upgrade weekly sync! ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
liviade#1387,kristofer#1475,for joining the Rewards System upgrade weekly sync! ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
metaverde#2503,kristofer#1475,for joining the Rewards System upgrade weekly sync! ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
divine_comedian#5493,kristofer#1475,for joining the Rewards System upgrade weekly sync! ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
MS#4235,kristofer#1475,for joining the Rewards System upgrade weekly sync! ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
Nuggan#5183,kristofer#1475,for joining the Rewards System upgrade weekly sync! ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
Zeptimus#3359,kristofer#1475,for joining the Rewards System upgrade weekly sync! ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
ygg_anderson#4998,Tam2140#9361,for bringing and sharing such TE  skill and excitement across the universe. ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
LBS#6541,Tam2140#9361,for moving the onboarding journey forward with such care and attention. I jump on every doc you write... even when I should probably be sleeping by now. 🙏 ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
MS#4235,Tam2140#9361,because I'm so blown away by what you've brought to the Communitas WG and how well make diagrams and visuals  that make the onboarding journey so clear to discuss and  decide. 🧡 ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
chuygarcia.eth#6692,Mount Manu#3530,@David (please DYOR...) for attending this week's Community Call (#54 btw) ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
eduardovegap#0422,Mount Manu#3530,@David (please DYOR...) for attending this week's Community Call (#54 btw) ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
griff#3281,Mount Manu#3530,@David (please DYOR...) for attending this week's Community Call (#54 btw) ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
liviade#1387,Mount Manu#3530,@David (please DYOR...) for attending this week's Community Call (#54 btw) ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
Zeptimus#3359,Mount Manu#3530,@David (please DYOR...) for attending this week's Community Call (#54 btw) ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
ZER8🧠#9093,Mount Manu#3530,@David (please DYOR...) for attending this week's Community Call (#54 btw) ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
Yonks#7762,Mount Manu#3530,@David (please DYOR...) for attending this week's Community Call (#54 btw) ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
MrsYonks#0771,Mount Manu#3530,@David (please DYOR...) for attending this week's Community Call (#54 btw) ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
David (please DYOR...)#4116,Mount Manu#3530,@David (please DYOR...) for attending this week's Community Call (#54 btw) ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
Juankbell#7458,Mount Manu#3530,@David (please DYOR...) for attending this week's Community Call (#54 btw) ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
Tam2140#9361,Mount Manu#3530,@David (please DYOR...) for attending this week's Community Call (#54 btw) ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
BiancaGadelha#2667,Mount Manu#3530,@David (please DYOR...) for attending this week's Community Call (#54 btw) ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
acidlazzer#5796,Mount Manu#3530,@David (please DYOR...) for attending this week's Community Call (#54 btw) ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
karmaticacid#1218,Mount Manu#3530,@David (please DYOR...) for attending this week's Community Call (#54 btw) ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
divine_comedian#5493,Mount Manu#3530,for also attending this week's Community Call ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
ALOYSIOUS#3049,Mount Manu#3530,"for their amazing Communitas work around researching, conceptualizing, managing, and optimizing anything & everything related to our onboarding journey ",Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
eduardovegap#0422,Mount Manu#3530,"for their amazing Communitas work around researching, conceptualizing, managing, and optimizing anything & everything related to our onboarding journey ",Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
LBS#6541,Mount Manu#3530,"for their amazing Communitas work around researching, conceptualizing, managing, and optimizing anything & everything related to our onboarding journey ",Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
Tam2140#9361,Mount Manu#3530,"for their amazing Communitas work around researching, conceptualizing, managing, and optimizing anything & everything related to our onboarding journey ",Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
liviade#1387,Mount Manu#3530,for her Soft Gov work; for the Reward System research; and for the ongoing support & improvement of our community's Cultural Stack ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
divine_comedian#5493,Mount Manu#3530,for his 3 Forum Post batting average in *just* this week alone ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
sem  🐝#0161,Mount Manu#3530,"@sem  🐝 for their coding work in Commons Swarm, in EVM Crispr, and in getting the DAO redundancy mirror sites up and running ",Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
elessar.eth#7945,Mount Manu#3530,"@sem  🐝 for their coding work in Commons Swarm, in EVM Crispr, and in getting the DAO redundancy mirror sites up and running ",Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
ALOYSIOUS#3049,Mount Manu#3530,for helping deliver each of the Graviton session attendee’s POAPs diligently and consistently throughout the course ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
divine_comedian#5493,Mount Manu#3530,Mitch for accepting an invitation to talk about the TEC in a Colombia.ETH event ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
liviade#1387,Mount Manu#3530,for her leadership in governance & in Soft Gov ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
mateodaza#3156,Mount Manu#3530,for taking vacations and time for himself ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
Tam2140#9361,Mount Manu#3530,for helping Juan draft the Gravity funding proposal ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
Zeptimus#3359,Mount Manu#3530,for always being on top of publishing every call and fostering transparency ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
iviangita#3204,Mount Manu#3530,for always being on top of publishing every call and fostering transparency ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
pKrepe#5682,Mount Manu#3530, for adding the voice recordings to the dashboard ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
divine_comedian#5493,Mount Manu#3530,@Vitor Marthendal  for all their work and dedication towards the dashboard ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
Vitor Marthendal#0090,Mount Manu#3530,@Vitor Marthendal  for all their work and dedication towards the dashboard ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
fabiomendes#4802,Mount Manu#3530,@Vitor Marthendal  for all their work and dedication towards the dashboard ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
griff#3281,Mount Manu#3530,@Vitor Marthendal  for all their work and dedication towards the dashboard ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
pKrepe#5682,Mount Manu#3530,@Vitor Marthendal  for all their work and dedication towards the dashboard ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
markop#2007,Mount Manu#3530,@Vitor Marthendal  for all their work and dedication towards the dashboard ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
Vitor Marthendal#0090,Mount Manu#3530,@Vitor Marthendal for his cool NFT-curation newsletter and for looking for NFT-for-good projects in the space (because that helps everyone) ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
Juankbell#7458,Mount Manu#3530,for always adding value in Graviton trainings (even when they’re not leading them) ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
durgadas#9280,Mount Manu#3530,for always adding value in Graviton trainings (even when they’re not leading them) ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
ALOYSIOUS#3049,Mount Manu#3530,for always adding value in Graviton trainings (even when they’re not leading them) ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
akrtws (TE Academy)#4246,Mount Manu#3530,@akrtws (TE Academy) for the reflections on community she brought today ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
Tam2140#9361,Mount Manu#3530,for keeping an eye on everything and improving so many things and being proactive to explore solutions ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
Zeptimus#3359,Mount Manu#3530, for quickly engaging in a discussion with Livi about the best ways to frame steps for a proposal ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
Juankbell#7458,Mount Manu#3530,for migrating Gravity cases to ZenHub for transparency ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
divine_comedian#5493,Mount Manu#3530,for organizing the initial buy-in proposal into a super-easy to understand Forum Post ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
mateodaza#3156,Mount Manu#3530,for taking the responsibility of the Rewards Committee in the Rewards Process ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
David (please DYOR...)#4116,Mount Manu#3530,"@David (please DYOR...) for all his contributions throughout these past months, both in the community and in Comms ",Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
Juankbell#7458,Mount Manu#3530,for all his commitment with the Graviton training ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
chuygarcia.eth#6692,Mount Manu#3530,for progress in the T.E.A.M. DAO ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
ZER8🧠#9093,Mount Manu#3530,for his engagement with the Twitter team ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
iviangita#3204,Mount Manu#3530,for doing a great job with Twitter ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
chuygarcia.eth#6692,Mount Manu#3530,for being amazing Comms leaders and for supporting David in finding his way within the TEC community ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
iviangita#3204,Mount Manu#3530,for being amazing Comms leaders and for supporting David in finding his way within the TEC community ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
Juankbell#7458,Mount Manu#3530,for their team work in organizing and managing the 2nd Graviton training as it happens ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
ALOYSIOUS#3049,Mount Manu#3530,for their team work in organizing and managing the 2nd Graviton training as it happens ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
ZER8🧠#9093,Mount Manu#3530,for magically appearing at a time when Twitter assistance was needed! ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
Zeptimus#3359,Mount Manu#3530,for covering for David during the last Twitter analytics corner ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
acidlazzer#5796,Mount Manu#3530,for always creating beautiful graphic designs for our Twitter posts ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
eduardovegap#0422,Mount Manu#3530,for an amazing positive attitude that always shines through ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
mateodaza#3156,Mount Manu#3530,for visiting Mexico city and having lunch with Chuy ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
