TO,FROM,REASON,SERVER,DATE,CHANNEL,,,,,,,
akrtws (TE Academy)#4246,Mount Manu#3530,@akrtws (TE Academy)  for her valuable contribution to the discussion in today’s Steward Council ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
markop#2007,Mount Manu#3530,for helping with Creative Onboarding ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
griff#3281,Mount Manu#3530,for helping with Creative Onboarding ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
eduardovegap#0422,Mount Manu#3530, for being awesome with new contributors ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
Tam2140#9361,Mount Manu#3530,for her careful guidance and for being a Poker master ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
ZER8🧠#9093,Mount Manu#3530,@rad casale for starting their TEC journey ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
rad casale#6107,Mount Manu#3530,@rad casale for starting their TEC journey ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
Suga#8514,Mount Manu#3530,because Chuy has been listening to a lot of “Yo la Tengo” thanks to her ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
David (please DYOR...)#4116,Mount Manu#3530,@David (please DYOR...) for his new job ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
acidlazzer#5796,Mount Manu#3530,for becoming a design master ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
iviangita#3204,Mount Manu#3530,for her current community work (and because she’s gonna have passed her driving test by the time she receives this praise!) ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
Zeptimus#3359,Mount Manu#3530,for taking such good _structural_ care of our decision-making ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
liviade#1387,Mount Manu#3530,for taking such good _structural_ care of our decision-making ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
Vyvy-vi#5040,Mount Manu#3530,for solving all of our problems all the time (specially before we even know we have them): for creating Discord bots that help throughout the onboarding journey ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
divine_comedian#5493,Mount Manu#3530,for being the star quarterback and taking everything through the finish line ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
natesuits#4789,Mount Manu#3530,for taking on the research studies: such a Herculean effort that you’re taking on and with such grace! ,Token Engineering Commons,Oct-22-2021,🙏｜praise,,,,,,,
Mount Manu#3530,Mount Manu#3530,@Mount Manu for the Weekly Update Forum Post ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
nic#9212,Mount Manu#3530,for having so much vulnerability and trusting in our community ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
eduardovegap#0422,Mount Manu#3530,"for being so kind and welcoming to everyone, to all of our people joining ",Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
Yonks#7762,Mount Manu#3530,for all the community building that he does around this and many other DAOs ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
Vitor Marthendal#0090,Mount Manu#3530,@Vitor Marthendal for their awesome progress with the Dashboard ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
griff#3281,Mount Manu#3530,@Vitor Marthendal for their awesome progress with the Dashboard ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
divine_comedian#5493,Mount Manu#3530,@Vitor Marthendal for their awesome progress with the Dashboard ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
karmaticacid#1218,Mount Manu#3530,@Vitor Marthendal for their awesome progress with the Dashboard ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
fabiomendes#4802,Mount Manu#3530,@Vitor Marthendal for their awesome progress with the Dashboard ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
pKrepe#5682,Mount Manu#3530,@Vitor Marthendal for their awesome progress with the Dashboard ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
Yonks#7762,Mount Manu#3530,for joining us for our Orientation call ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
MrsYonks#0771,Mount Manu#3530,for joining the Community call ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
liviade#1387,Mount Manu#3530,for helping with the proposal template ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
Tam2140#9361,Mount Manu#3530,for pushing the P2P Review ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
chuygarcia.eth#6692,Mount Manu#3530,for his openness and his work in Comms (soon to be T.E.A.M.) ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
acidlazzer#5796,Mount Manu#3530, for trying new designs and receiving constructive feedback positively ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
Zeptimus#3359,Mount Manu#3530,for his work in Transparency ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
Juankbell#7458,Mount Manu#3530,for his assistance with the TEC Lounge ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
David (please DYOR...)#4116,Mount Manu#3530,@David (please DYOR...) for his transparency and clarity regarding his new job and being empathic enough to share it with us ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
LBS#6541,Mount Manu#3530, for contributing in our Communitas WG sync calls and overall workflow ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
GideonRo#3175,Mount Manu#3530, for contributing in our Communitas WG sync calls and overall workflow ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
divine_comedian#5493,Mount Manu#3530,"for the ‘good morning’ message that he shares with everyone, every morning ",Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
Vitor Marthendal#0090,Mount Manu#3530,@Vitor Marthendal for their hard development work in the CCD ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
fabiomendes#4802,Mount Manu#3530,@Vitor Marthendal for their hard development work in the CCD ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
Nuggan#5183,Mount Manu#3530,@Vitor Marthendal for their hard development work in the CCD ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
pKrepe#5682,Mount Manu#3530,@Vitor Marthendal for their hard development work in the CCD ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
karmaticacid#1218,Mount Manu#3530,for the wonderful voice recordings for the Learning Modules ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
Zeptimus#3359,Mount Manu#3530,for their contributions to the buy-in proposal ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
karmaticacid#1218,Mount Manu#3530,for their contributions to the buy-in proposal ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
griff#3281,Mount Manu#3530,for their contributions to the buy-in proposal ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
Tam2140#9361,Mount Manu#3530,for their contributions to the buy-in proposal ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
Juankbell#7458,Mount Manu#3530,for their contributions to the buy-in proposal ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
liviade#1387,Mount Manu#3530,for all the feedback; for leading Soft Gov; for stuff in the Rewards System; and just for great feedback in general! ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
Mount Manu#3530,Mount Manu#3530,@Mount Manu for recovering from illness and now being back and grabing issues ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
kristofer#1475,Mount Manu#3530,for PMing the Rewards System ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
David (please DYOR...)#4116,Mount Manu#3530,"@David (please DYOR...) for the work he does around the digital public goods sphere, specifically with Gitcoin DAO together with bfa ",Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
ZER8🧠#9093,Mount Manu#3530,for the collaborative work he’s done with bfa in other DAO communities ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
Vitor Marthendal#0090,Mount Manu#3530,@Vitor Marthendal for their relentless work in the coding of the CCD ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
divine_comedian#5493,Mount Manu#3530,@Vitor Marthendal for their relentless work in the coding of the CCD ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
Nuggan#5183,Mount Manu#3530,@Vitor Marthendal for their relentless work in the coding of the CCD ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
fabiomendes#4802,Mount Manu#3530,@Vitor Marthendal for their relentless work in the coding of the CCD ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
griff#3281,Mount Manu#3530,for his support and his attention to the CCD issues; and for his cheerleading skills ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
LBS#6541,MS#4235,for helping raise ideas to the next level ⬆️  and for providing such awesome detail and background into every recommendation. ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
Tam2140#9361,MS#4235,and for helping me integrate so gracefully into the community and guiding me as I learn. ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
eduardovegap#0422,MS#4235,and for helping me integrate so gracefully into the community and guiding me as I learn. ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
Loie#2921,iviangita#3204,for leading the last Gravity training ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
Loie#2921,iviangita#3204,for bringing restorative justice to Gravity ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
Loie#2921,iviangita#3204,for a beautiful Graviton training this week ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
Juankbell#7458,iviangita#3204,for a beautiful Graviton training this week ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
rdfbbx#6437,iviangita#3204,for developing the Rewards System together with Nuggan and Vyvy ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
Mount Manu#3530,iviangita#3204,@Mount Manu for transcribing this week's Community Call praise 🙏🏼 ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
rdfbbx#6437,iviangita#3204,for developing the Rewards System together with Nuggan and Vyvy ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
Yonks#7762,iviangita#3204,for all the community building that he does around this and many other DAOs ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
liviade#1387,iviangita#3204,@Mount Manu  for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
Zeptimus#3359,iviangita#3204,@Mount Manu  for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
iviangita#3204,iviangita#3204,@Mount Manu  for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
divine_comedian#5493,iviangita#3204,@Mount Manu  for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
griff#3281,iviangita#3204,@Mount Manu  for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
monstrosity#5714,iviangita#3204,@Mount Manu  for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
chuygarcia.eth#6692,iviangita#3204,@Mount Manu  for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
Mount Manu#3530,iviangita#3204,@Mount Manu  for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
eduardovegap#0422,iviangita#3204,@Mount Manu  for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
GideonRo#3175,iviangita#3204,@Mount Manu  for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Oct-23-2021,🙏｜praise,,,,,,,
ALOYSIOUS#3049,Tam2140#9361,for distributing the POAPs to the Gravitron training attendees! ,Token Engineering Commons,Oct-25-2021,🙏｜praise,,,,,,,
LBS#6541,Tam2140#9361,for drafting and sharing a thorough onboarding flow over the weekend! ,Token Engineering Commons,Oct-25-2021,🙏｜praise,,,,,,,
liviade#1387,mateodaza#3156,for her unconditional support and taking lead on the rewards committee while I take a break. THANKS 💛 ,Token Engineering Commons,Oct-25-2021,🙏｜praise,,,,,,,
Zeptimus#3359,iviangita#3204,for joining the Transparency WG call ,Token Engineering Commons,Oct-25-2021,🙏｜praise,,,,,,,
eduardovegap#0422,iviangita#3204,for joining the Transparency WG call ,Token Engineering Commons,Oct-25-2021,🙏｜praise,,,,,,,
Juankbell#7458,iviangita#3204,for joining the Transparency WG call ,Token Engineering Commons,Oct-25-2021,🙏｜praise,,,,,,,
